year,month,flagWkday1Sat0,flagAmPmMd,count,loc,boroughBridgeName,flagBroroughBridge,onStreet,from,to,END
2016,09,0,m,3082,19,Brooklyn,bo,Eastern Parkway,Plaza Street East,Underhill Avenue,1
2016,09,0,m,1487,20,Brooklyn,bo,Flatbush Avenue,Avenue U,Avenue V,1
2016,09,0,m,2642,21,Brooklyn,bo,Flatbush Avenue,Martense Street,Church Avenue,1
2016,09,0,m,1461,22,Brooklyn,bo,Flatbush Avenue,St. Marks Avenue,Prospect Place,1
2016,09,0,m,6572,23,Brooklyn,bo,Fulton Street,Lawrence Street,Bridge Street,1
2016,09,0,m,2459,24,Brooklyn,bo,Graham Avenue,Moore Street,Varet Street,1
2016,09,0,m,1146,25,Brooklyn,bo,Grand Street,Manhattan Avenue,Graham Avenue,1
2016,09,0,m,2635,26,Brooklyn,bo,Jay Street,Willoughby Street,Metrotech Walk,1
2016,09,0,m,2387,27,Brooklyn,bo,Kings Highway,East 13th Street,East 14th Street,1
2016,09,0,m,2156,28,Brooklyn,bo,Montague Street,Henry Street,Clinton Street,1
2016,09,0,m,1621,29,Brooklyn,bo,Myrtle Avenue,Vanderbilt Avenue,Clinton Avenue,1
2016,09,0,m,3179,30,Brooklyn,bo,Old Fulton Street,Elizabeth Place,Everit Place,1
2016,09,0,m,3258,31,Brooklyn,bo,Pitkin Avenue,Bristol Street,Hopkinson Avenue,1
2016,09,0,m,1240,32,Brooklyn,bo,Sheepshead Bay Road,East 14th Street ,East 15th Street,1
2016,09,0,m,401,33,Brooklyn,bo,VanBrunt Street,Beard Street,VanDike Street,1
2016,09,0,m,2517,34,Brooklyn,bo,Washington Street ,Front Street,Water Street,1
2016,09,0,m,1880,35,Manhattan,bo,Broad Street,Beaver Street,South William Street,1
2016,09,0,m,7720,36,Manhattan,bo,Broadway,Morris Street,Exchange Place,1
2016,09,0,m,5944,37,Manhattan,bo,Broadway,West 63rd Street,West 64th Street,1
2016,09,0,m,5458,38,Manhattan,bo,Chambers Street ,West Broadway,Greenwich Street,1
2016,09,0,m,4522,39,Manhattan,bo,Columbus Avenue,West 75th Street,West 76th Street,1
2016,09,0,m,3032,40,Manhattan,bo,Delancey Street,Orchard Street,Ludlow Street,1
2016,09,0,m,6253,41,Manhattan,bo,East 14th Street,Fifth Avenue,University Place,1
2016,09,0,m,6400,42,Manhattan,bo,East 42nd Street,Park Avenue,Lexington Avenue,1
2016,09,0,m,2276,43,Manhattan,bo,East 8th Street,University Place,Greene Street,1
2016,09,0,m,8346,44,Manhattan,bo,Eighth Avenue,West 44th Street,West 45th Street,1
2016,09,0,m,12247,45,Manhattan,bo,Fifth Avenue,East 54th Street,East 55th Street,1
2016,09,0,m,2994,46,Manhattan,bo,Forsyth Street,Canal Street,Division Street,1
2016,09,0,m,3425,47,Manhattan,bo,Fulton Street,Broadway,Nassau Street,1
2016,09,0,m,3555,48,Manhattan,bo,Fulton Street,Cliff Street,Pearl Street,1
2016,09,0,m,4892,49,Manhattan,bo,Lexington Avenue,East 57th Street,East 58th Street,1
2016,09,0,m,2160,50,Manhattan,bo,Madison Avenue,East 71st Street,East 72nd Street,1
2016,09,0,m,13500,51,Manhattan,bo,Seventh Avenue,West 32nd Street,West 33rd Street,1
2016,09,0,m,3024,52,Manhattan,bo,Trinity Place,Rector Street,Thames Street,1
2016,09,0,m,6516,53,Manhattan,bo,Wall Street,New Street,Nassau Street,1
2016,09,0,m,5483,54,Manhattan,bo,West 125th Street,Adam C. Powell Boulevard,Lenox Avenue,1
2016,09,0,m,4507,55,Manhattan,bo,West 14th Street,Hudson Street,Eighth Avenue,1
2016,09,0,m,6295,56,Manhattan,bo,West 181st Street,St. Nicholas Avenue,Wadsworth Avenue,1
2016,09,0,m,15233,57,Manhattan,bo,West 34th Street,Broadway,Seventh Avenue,1
2016,09,0,m,2753,58,Manhattan,bo,West 40th Street,Avenue of the Americas,Fifth Avenue,1
2016,09,0,m,2720,59,Manhattan,bo,West 47th Street,Avenue of the Americas,Fifth Avenue,1
2016,09,0,m,2751,60,Manhattan,bo,Second Avenue,50th Street,51st Street,1
2016,09,0,m,2656,61,Manhattan,bo,Third Avenue,50th Street,51st Street,1
2016,09,0,m,2900,62,Manhattan,bo,Lexington Avenue,50th Street,51st Street,1
2016,09,0,m,1811,63,Manhattan,bo,Park Avenue,50th Street,51st Street,1
2016,09,0,m,2059,64,Manhattan,bo,Madison Avenue,50th Street,51st Street,1
2016,09,0,m,14273,65,Manhattan,bo,Fifth Avenue,50th Street,51st Street,1
2016,09,0,m,8578,66,Manhattan,bo,Sixth Avenue,50th Street,51st Street,1
2016,09,0,m,7043,67,Manhattan,bo,Seventh Avenue,50th Street,51st Street,1
2016,09,0,m,7641,68,Manhattan,bo,Broadway,50th Street,51st Street,1
2016,09,0,m,6486,69,Manhattan,bo,Eighth Avenue,50th Street,51st Street,1
2016,09,0,m,483,70,Manhattan,bo,Hudson River Greenway,50th Street,51st Street,1
2016,09,0,m,3809,71,Queens,bo,165th Street,89th Avenue,Jamaica Avenue,1
2016,09,0,m,2305,72,Queens,bo,37th Avenue,73rd Street,74th Street,1
2016,09,0,m,6429,73,Queens,bo,82nd Street,37th Avenue,Roosevelt Avenue,1
2016,09,0,m,3199,74,Queens,bo,Austin Street,71st Ave,70th Road,1
2016,09,0,m,756,75,Queens,bo,Bell Boulevard,40th Avenue,41st Avenue,1
2016,09,0,m,346,76,Queens,bo,Fresh Pond Road,Cypress Hills Street,70th Avenue,1
2016,09,0,m,1668,77,Queens,bo,Hillside Avenue,169th Street,170th Street,1
2016,09,0,m,326,78,Queens,bo,Jackson Avenue,Queens Street,42nd Road,1
2016,09,0,m,1687,79,Queens,bo,Jamaica Avenue,148th Street,149th Street,1
2016,09,0,m,4747,80,Queens,bo,Jamaica Avenue,162nd Street,Guy R. Brewer Boulevard,1
2016,09,0,m,1420,81,Queens,bo,Jamaica Avenue,86th Street,87th Street,1
2016,09,0,m,6689,82,Queens,bo,Main Street,37th Avenue,38th Avenue,1
2016,09,0,m,105,83,Queens,bo,Merrick Boulevard,108th Drive,169th Place,1
2016,09,0,m,1580,84,Queens,bo,Mott Avenue,Smith Place,Central Avenue,1
2016,09,0,m,2605,85,Queens,bo,Myrtle Avenue,Palmetto Street,Woodbine Street,1
2016,09,0,m,1470,86,Queens,bo,Myrtle Avenue,Weirfield Street,Centre Street,1
2016,09,0,m,594,87,Queens,bo,Northern Boulevard,50' East of 161st Street,,1
2016,09,0,m,2005,88,Queens,bo,Prince Street,37th Avenue,38th Avenue,1
2016,09,0,m,576,89,Queens,bo,Queens Boulevard,50' East of 80th Road,,1
2016,09,0,m,1744,90,Queens,bo,Queens Boulevard,Woodhaven Boulevard,90th Street,1
2016,09,0,m,1952,91,Queens,bo,Queens Plaza North & South,Crescent Street,27th Street,1
2016,09,0,m,8070,92,Queens,bo,Roosevelt Avenue,Main Street,Union Street,1
2016,09,0,m,3362,93,Queens,bo,Steinway Street,31st Avenue,Broadway,1
2016,09,0,m,1015,94,Queens,bo,Sutphin Boulevard,89th Avenue,90th Avenue,1
2016,09,0,m,467,95,Queens,bo,Yellowstone Boulevard,Queens Boulevard,Gerard Place,1
2016,09,0,m,210,96,Staten Island,bo,Forest Avenue,Regan Avenue,Davis Avenue,1
2016,09,0,m,403,97,Staten Island,bo,New Dorp Lane,Hylan Boulevard,Clawson Street,1
2016,09,0,m,1056,98,Staten Island,bo,Pedestrian Walkway from Ferry Terminal,50' north of Richmond Terrace,,1
2016,09,0,m,200,99,Staten Island,bo,Richmond Hill Road,400' west of Richmond Terrace,,1
2016,09,0,m,489,100,Staten Island,bo,Victory Boulevard,Bay Street,Van Duzer Street,1
2016,09,0,m,3450,101,East River Bridges,br,Brooklyn Bridge,midpoint,,1
2016,09,0,m,9,102,East River Bridges,br,Manhattan Bridge - North Path,midpoint,,1
2016,09,0,m,222,103,East River Bridges,br,Manhattan Bridge - South Path,midpoint,,1
2016,09,0,m,731,104,East River Bridges,br,Williamsburg Bridge,midpoint,,1
2016,09,0,m,218,105,East River Bridges,br,Queensboro Bridge,midpoint,,1
2016,09,0,m,614,106,Harlem River Bridges,br,Broadway Bridge,midpoint,,1
2016,09,0,m,320,107,Harlem River Bridges,br,University Heights Bridge,midpoint,,1
2016,09,0,m,608,108,Harlem River Bridges,br,Macombs Dam Bridge,midpoint,,1
2016,09,0,m,389,109,Harlem River Bridges,br,145th Street Bridge,midpoint,,1
2016,09,0,m,251,110,Harlem River Bridges,br,Madison Avenue Bridge,midpoint,,1
2016,09,0,m,247,111,Harlem River Bridges,br,Third Avenue Bridge,midpoint,,1
2016,09,0,m,158,112,Harlem River Bridges,br,Willis Avenue Bridge,midpoint,,1
2016,09,0,m,21,113,Harlem River Bridges,br,Triborough Bridge (Manhattan span),midpoint,,1
2016,09,0,m,587,114,Harlem River Bridges,br,Wards Island Bridge,midpoint,,1
2017,05,1,a,1916,1,Bronx,bo,Broadway,West 231st Street,Naples Terrace,1
2017,05,1,a,1848,2,Bronx,bo,East 161st Street,Grand Concourse,Sheridan Avenue,1
2017,05,1,a,2557,3,Bronx,bo,East Fordham Road,Valentine Avenue,Tiebout Avenue,1
2017,05,1,a,2125,4,Bronx,bo,East Gun Hill Road,Bainbridge Avenue,Rochambeau Avenue,1
2017,05,1,a,980,5,Bronx,bo,East Tremont Avenue,Prospect Avenue,Clinton Avenue,1
2017,05,1,a,740,6,Bronx,bo,Grand Concourse,East 164th Street,East 165th Street,1
2017,05,1,a,2027,7,Bronx,bo,Third Avenue,East 150th Street,East 151st Street,1
2017,05,1,a,1186,8,Bronx,bo,White Plains Road,Pelham Parkway South,Lydig Avenue,1
2017,05,1,a,1517,9,Brooklyn,bo,5th Avenue,51st Street,52nd Street,1
2017,05,1,a,812,10,Brooklyn,bo,5th Avenue,Union Street ,President Street,1
2017,05,1,a,3108,11,Brooklyn,bo,7th Avenue ,9th Street,8th Street,1
2017,05,1,a,1611,12,Brooklyn,bo,86th Street,4th Avenue,5th Avenue,1
2017,05,1,a,553,13,Brooklyn,bo,Atlantic Avenue,Boerum Place,Smith Street,1
2017,05,1,a,2930,14,Brooklyn,bo,Bedford Avenue,North 7th Street,North 6th Street,1
2017,05,1,a,1791,15,Brooklyn,bo,Brighton Beach Avenue,Brighton 4th Street,Brighton 5th Street,1
2017,05,1,a,2441,16,Brooklyn,bo,Church Avenue,Nostrand Avenue,East 31st Street,1
2017,05,1,a,2052,17,Brooklyn,bo,Cortelyou Road,Argyle Road,Rugby Road,1
2017,05,1,a,2347,18,Brooklyn,bo,Court Street,Atlantic Avenue,Pacific Street,1
2017,05,1,a,1217,19,Brooklyn,bo,Eastern Parkway,Plaza Street East,Underhill Avenue,1
2017,05,1,a,386,20,Brooklyn,bo,Flatbush Avenue,Avenue U,Avenue V,1
2017,05,1,a,903,21,Brooklyn,bo,Flatbush Avenue,Martense Street,Church Avenue,1
2017,05,1,a,895,22,Brooklyn,bo,Flatbush Avenue,St. Marks Avenue,Prospect Place,1
2017,05,1,a,1785,23,Brooklyn,bo,Fulton Street,Lawrence Street,Bridge Street,1
2017,05,1,a,845,24,Brooklyn,bo,Graham Avenue,Moore Street,Varet Street,1
2017,05,1,a,790,25,Brooklyn,bo,Grand Street,Manhattan Avenue,Graham Avenue,1
2017,05,1,a,3166,26,Brooklyn,bo,Jay Street,Willoughby Street,Metrotech Walk,1
2017,05,1,a,1908,27,Brooklyn,bo,Kings Highway,East 13th Street,East 14th Street,1
2017,05,1,a,1541,28,Brooklyn,bo,Montague Street,Henry Street,Clinton Street,1
2017,05,1,a,1034,29,Brooklyn,bo,Myrtle Avenue,Vanderbilt Avenue,Clinton Avenue,1
2017,05,1,a,244,30,Brooklyn,bo,Old Fulton Street,Elizabeth Place,Everit Place,1
2017,05,1,a,562,31,Brooklyn,bo,Pitkin Avenue,Bristol Street,Hopkinson Avenue,1
2017,05,1,a,1849,32,Brooklyn,bo,Sheepshead Bay Road,East 14th Street ,East 15th Street,1
2017,05,1,a,117,33,Brooklyn,bo,VanBrunt Street,Beard Street,VanDike Street,1
2017,05,1,a,874,34,Brooklyn,bo,Washington Street ,Front Street,Water Street,1
2017,05,1,a,3522,35,Manhattan,bo,Broad Street,Beaver Street,South William Street,1
2017,05,1,a,6274,36,Manhattan,bo,Broadway,Morris Street,Exchange Place,1
2017,05,1,a,1962,37,Manhattan,bo,Broadway,West 63rd Street,West 64th Street,1
2017,05,1,a,6923,38,Manhattan,bo,Chambers Street ,West Broadway,Greenwich Street,1
2017,05,1,a,1558,39,Manhattan,bo,Columbus Avenue,West 75th Street,West 76th Street,1
2017,05,1,a,1647,40,Manhattan,bo,Delancey Street,Orchard Street,Ludlow Street,1
2017,05,1,a,3303,41,Manhattan,bo,East 14th Street,Fifth Avenue,University Place,1
2017,05,1,a,9241,42,Manhattan,bo,East 42nd Street,Park Avenue,Lexington Avenue,1
2017,05,1,a,1352,43,Manhattan,bo,East 8th Street,University Place,Greene Street,1
2017,05,1,a,8389,44,Manhattan,bo,Eighth Avenue,West 44th Street,West 45th Street,1
2017,05,1,a,6445,45,Manhattan,bo,Fifth Avenue,East 54th Street,East 55th Street,1
2017,05,1,a,1391,46,Manhattan,bo,Forsyth Street,Canal Street,Division Street,1
2017,05,1,a,4637,47,Manhattan,bo,Fulton Street,Broadway,Nassau Street,1
2017,05,1,a,1977,48,Manhattan,bo,Fulton Street,Cliff Street,Pearl Street,1
2017,05,1,a,4489,49,Manhattan,bo,Lexington Avenue,East 57th Street,East 58th Street,1
2017,05,1,a,624,50,Manhattan,bo,Madison Avenue,East 71st Street,East 72nd Street,1
2017,05,1,a,9740,51,Manhattan,bo,Seventh Avenue,West 32nd Street,West 33rd Street,1
2017,05,1,a,2261,52,Manhattan,bo,Trinity Place,Rector Street,Thames Street,1
2017,05,1,a,5733,53,Manhattan,bo,Wall Street,New Street,Nassau Street,1
2017,05,1,a,2227,54,Manhattan,bo,West 125th Street,Adam C. Powell Boulevard,Lenox Avenue,1
2017,05,1,a,1769,55,Manhattan,bo,West 14th Street,Hudson Street,Eighth Avenue,1
2017,05,1,a,1343,56,Manhattan,bo,West 181st Street,St. Nicholas Avenue,Wadsworth Avenue,1
2017,05,1,a,11874,57,Manhattan,bo,West 34th Street,Broadway,Seventh Avenue,1
2017,05,1,a,5923,58,Manhattan,bo,West 40th Street,Avenue of the Americas,Fifth Avenue,1
2017,05,1,a,3585,59,Manhattan,bo,West 47th Street,Avenue of the Americas,Fifth Avenue,1
2017,05,1,a,2604,60,Manhattan,bo,Second Avenue,50th Street,51st Street,1
2017,05,1,a,5965,61,Manhattan,bo,Third Avenue,50th Street,51st Street,1
2017,05,1,a,6508,62,Manhattan,bo,Lexington Avenue,50th Street,51st Street,1
2017,05,1,a,7630,63,Manhattan,bo,Park Avenue,50th Street,51st Street,1
2017,05,1,a,3733,64,Manhattan,bo,Madison Avenue,50th Street,51st Street,1
2017,05,1,a,3869,65,Manhattan,bo,Fifth Avenue,50th Street,51st Street,1
2017,05,1,a,9078,66,Manhattan,bo,Sixth Avenue,50th Street,51st Street,1
2017,05,1,a,6066,67,Manhattan,bo,Seventh Avenue,50th Street,51st Street,1
2017,05,1,a,4902,68,Manhattan,bo,Broadway,50th Street,51st Street,1
2017,05,1,a,4816,69,Manhattan,bo,Eighth Avenue,50th Street,51st Street,1
2017,05,1,a,255,70,Manhattan,bo,Hudson River Greenway,50th Street,51st Street,1
2017,05,1,a,782,71,Queens,bo,165th Street,89th Avenue,Jamaica Avenue,1
2017,05,1,a,1256,72,Queens,bo,37th Avenue,73rd Street,74th Street,1
2017,05,1,a,2920,73,Queens,bo,82nd Street,37th Avenue,Roosevelt Avenue,1
2017,05,1,a,787,74,Queens,bo,Austin Street,71st Ave,70th Road,1
2017,05,1,a,637,75,Queens,bo,Bell Boulevard,40th Avenue,41st Avenue,1
2017,05,1,a,499,76,Queens,bo,Fresh Pond Road,Cypress Hills Street,70th Avenue,1
2017,05,1,a,824,77,Queens,bo,Hillside Avenue,169th Street,170th Street,1
2017,05,1,a,707,78,Queens,bo,Jackson Avenue,Queens Street,42nd Road,1
2017,05,1,a,825,79,Queens,bo,Jamaica Avenue,148th Street,149th Street,1
2017,05,1,a,1413,80,Queens,bo,Jamaica Avenue,162nd Street,Guy R. Brewer Boulevard,1
2017,05,1,a,1190,81,Queens,bo,Jamaica Avenue,86th Street,87th Street,1
2017,05,1,a,2782,82,Queens,bo,Main Street,37th Avenue,38th Avenue,1
2017,05,1,a,74,83,Queens,bo,Merrick Boulevard,108th Drive,169th Place,1
2017,05,1,a,851,84,Queens,bo,Mott Avenue,Smith Place,Central Avenue,1
2017,05,1,a,1458,85,Queens,bo,Myrtle Avenue,Palmetto Street,Woodbine Street,1
2017,05,1,a,936,86,Queens,bo,Myrtle Avenue,Weirfield Street,Centre Street,1
2017,05,1,a,288,87,Queens,bo,Northern Boulevard,50' East of 161st Street,,1
2017,05,1,a,349,88,Queens,bo,Prince Street,37th Avenue,38th Avenue,1
2017,05,1,a,1695,89,Queens,bo,Queens Boulevard,50' East of 80th Road,,1
2017,05,1,a,422,90,Queens,bo,Queens Boulevard,Woodhaven Boulevard,90th Street,1
2017,05,1,a,6045,91,Queens,bo,Queens Plaza North & South,Crescent Street,27th Street,1
2017,05,1,a,3516,92,Queens,bo,Roosevelt Avenue,Main Street,Union Street,1
2017,05,1,a,964,93,Queens,bo,Steinway Street,31st Avenue,Broadway,1
2017,05,1,a,1448,94,Queens,bo,Sutphin Boulevard,89th Avenue,90th Avenue,1
2017,05,1,a,339,95,Queens,bo,Yellowstone Boulevard,Queens Boulevard,Gerard Place,1
2017,05,1,a,221,96,Staten Island,bo,Forest Avenue,Regan Avenue,Davis Avenue,1
2017,05,1,a,555,97,Staten Island,bo,New Dorp Lane,Hylan Boulevard,Clawson Street,1
2017,05,1,a,1105,98,Staten Island,bo,Pedestrian Walkway from Ferry Terminal,50' north of Richmond Terrace,,1
2017,05,1,a,131,99,Staten Island,bo,Richmond Hill Road,400' west of Richmond Terrace,,1
2017,05,1,a,612,100,Staten Island,bo,Victory Boulevard,Bay Street,Van Duzer Street,1
2017,05,1,a,598,101,East River Bridges,br,Brooklyn Bridge,midpoint,,1
2017,05,1,a,3,102,East River Bridges,br,Manhattan Bridge - North Path,midpoint,,1
2017,05,1,a,191,103,East River Bridges,br,Manhattan Bridge - South Path,midpoint,,1
2017,05,1,a,442,104,East River Bridges,br,Williamsburg Bridge,midpoint,,1
2017,05,1,a,212,105,East River Bridges,br,Queensboro Bridge,midpoint,,1
2017,05,1,a,519,106,Harlem River Bridges,br,Broadway Bridge,midpoint,,1
2017,05,1,a,331,107,Harlem River Bridges,br,University Heights Bridge,midpoint,,1
2017,05,1,a,267,108,Harlem River Bridges,br,Macombs Dam Bridge,midpoint,,1
2017,05,1,a,133,109,Harlem River Bridges,br,145th Street Bridge,midpoint,,1
2017,05,1,a,253,110,Harlem River Bridges,br,Madison Avenue Bridge,midpoint,,1
2017,05,1,a,190,111,Harlem River Bridges,br,Third Avenue Bridge,midpoint,,1
2017,05,1,a,109,112,Harlem River Bridges,br,Willis Avenue Bridge,midpoint,,1
2017,05,1,a,7,113,Harlem River Bridges,br,Triborough Bridge (Manhattan span),midpoint,,1
2017,05,1,a,169,114,Harlem River Bridges,br,Wards Island Bridge,midpoint,,1
2017,05,1,p,5893,1,Bronx,bo,Broadway,West 231st Street,Naples Terrace,1
2017,05,1,p,4920,2,Bronx,bo,East 161st Street,Grand Concourse,Sheridan Avenue,1
2017,05,1,p,12125,3,Bronx,bo,East Fordham Road,Valentine Avenue,Tiebout Avenue,1
2017,05,1,p,3130,4,Bronx,bo,East Gun Hill Road,Bainbridge Avenue,Rochambeau Avenue,1
2017,05,1,p,3700,5,Bronx,bo,East Tremont Avenue,Prospect Avenue,Clinton Avenue,1
2017,05,1,p,1909,6,Bronx,bo,Grand Concourse,East 164th Street,East 165th Street,1
2017,05,1,p,9045,7,Bronx,bo,Third Avenue,East 150th Street,East 151st Street,1
2017,05,1,p,4673,8,Bronx,bo,White Plains Road,Pelham Parkway South,Lydig Avenue,1
2017,05,1,p,7384,9,Brooklyn,bo,5th Avenue,51st Street,52nd Street,1
2017,05,1,p,2570,10,Brooklyn,bo,5th Avenue,Union Street ,President Street,1
2017,05,1,p,4288,11,Brooklyn,bo,7th Avenue ,9th Street,8th Street,1
2017,05,1,p,6632,12,Brooklyn,bo,86th Street,4th Avenue,5th Avenue,1
2017,05,1,p,2253,13,Brooklyn,bo,Atlantic Avenue,Boerum Place,Smith Street,1
2017,05,1,p,8736,14,Brooklyn,bo,Bedford Avenue,North 7th Street,North 6th Street,1
2017,05,1,p,6544,15,Brooklyn,bo,Brighton Beach Avenue,Brighton 4th Street,Brighton 5th Street,1
2017,05,1,p,3888,16,Brooklyn,bo,Church Avenue,Nostrand Avenue,East 31st Street,1
2017,05,1,p,3015,17,Brooklyn,bo,Cortelyou Road,Argyle Road,Rugby Road,1
2017,05,1,p,5287,18,Brooklyn,bo,Court Street,Atlantic Avenue,Pacific Street,1
2017,05,1,p,2749,19,Brooklyn,bo,Eastern Parkway,Plaza Street East,Underhill Avenue,1
2017,05,1,p,1792,20,Brooklyn,bo,Flatbush Avenue,Avenue U,Avenue V,1
2017,05,1,p,3955,21,Brooklyn,bo,Flatbush Avenue,Martense Street,Church Avenue,1
2017,05,1,p,2459,22,Brooklyn,bo,Flatbush Avenue,St. Marks Avenue,Prospect Place,1
2017,05,1,p,9793,23,Brooklyn,bo,Fulton Street,Lawrence Street,Bridge Street,1
2017,05,1,p,3061,24,Brooklyn,bo,Graham Avenue,Moore Street,Varet Street,1
2017,05,1,p,2787,25,Brooklyn,bo,Grand Street,Manhattan Avenue,Graham Avenue,1
2017,05,1,p,6533,26,Brooklyn,bo,Jay Street,Willoughby Street,Metrotech Walk,1
2017,05,1,p,5716,27,Brooklyn,bo,Kings Highway,East 13th Street,East 14th Street,1
2017,05,1,p,3588,28,Brooklyn,bo,Montague Street,Henry Street,Clinton Street,1
2017,05,1,p,1719,29,Brooklyn,bo,Myrtle Avenue,Vanderbilt Avenue,Clinton Avenue,1
2017,05,1,p,2523,30,Brooklyn,bo,Old Fulton Street,Elizabeth Place,Everit Place,1
2017,05,1,p,2708,31,Brooklyn,bo,Pitkin Avenue,Bristol Street,Hopkinson Avenue,1
2017,05,1,p,2820,32,Brooklyn,bo,Sheepshead Bay Road,East 14th Street ,East 15th Street,1
2017,05,1,p,262,33,Brooklyn,bo,VanBrunt Street,Beard Street,VanDike Street,1
2017,05,1,p,3978,34,Brooklyn,bo,Washington Street ,Front Street,Water Street,1
2017,05,1,p,6747,35,Manhattan,bo,Broad Street,Beaver Street,South William Street,1
2017,05,1,p,14040,36,Manhattan,bo,Broadway,Morris Street,Exchange Place,1
2017,05,1,p,6832,37,Manhattan,bo,Broadway,West 63rd Street,West 64th Street,1
2017,05,1,p,9546,38,Manhattan,bo,Chambers Street ,West Broadway,Greenwich Street,1
2017,05,1,p,3627,39,Manhattan,bo,Columbus Avenue,West 75th Street,West 76th Street,1
2017,05,1,p,4534,40,Manhattan,bo,Delancey Street,Orchard Street,Ludlow Street,1
2017,05,1,p,18021,41,Manhattan,bo,East 14th Street,Fifth Avenue,University Place,1
2017,05,1,p,20258,42,Manhattan,bo,East 42nd Street,Park Avenue,Lexington Avenue,1
2017,05,1,p,4866,43,Manhattan,bo,East 8th Street,University Place,Greene Street,1
2017,05,1,p,25824,44,Manhattan,bo,Eighth Avenue,West 44th Street,West 45th Street,1
2017,05,1,p,23214,45,Manhattan,bo,Fifth Avenue,East 54th Street,East 55th Street,1
2017,05,1,p,6610,46,Manhattan,bo,Forsyth Street,Canal Street,Division Street,1
2017,05,1,p,9223,47,Manhattan,bo,Fulton Street,Broadway,Nassau Street,1
2017,05,1,p,4998,48,Manhattan,bo,Fulton Street,Cliff Street,Pearl Street,1
2017,05,1,p,12400,49,Manhattan,bo,Lexington Avenue,East 57th Street,East 58th Street,1
2017,05,1,p,2681,50,Manhattan,bo,Madison Avenue,East 71st Street,East 72nd Street,1
2017,05,1,p,24343,51,Manhattan,bo,Seventh Avenue,West 32nd Street,West 33rd Street,1
2017,05,1,p,4475,52,Manhattan,bo,Trinity Place,Rector Street,Thames Street,1
2017,05,1,p,10277,53,Manhattan,bo,Wall Street,New Street,Nassau Street,1
2017,05,1,p,7957,54,Manhattan,bo,West 125th Street,Adam C. Powell Boulevard,Lenox Avenue,1
2017,05,1,p,8995,55,Manhattan,bo,West 14th Street,Hudson Street,Eighth Avenue,1
2017,05,1,p,7407,56,Manhattan,bo,West 181st Street,St. Nicholas Avenue,Wadsworth Avenue,1
2017,05,1,p,25185,57,Manhattan,bo,West 34th Street,Broadway,Seventh Avenue,1
2017,05,1,p,11981,58,Manhattan,bo,West 40th Street,Avenue of the Americas,Fifth Avenue,1
2017,05,1,p,12022,59,Manhattan,bo,West 47th Street,Avenue of the Americas,Fifth Avenue,1
